route_id,service_id,trip_id,trip_headsign,direction_id,block_id
86,47352-__8621-LAMJV,4887807,Comines Comines Gare,1,
86,47757-__8601-LAMJV,4948150,Comines Comines Gare,1,
86,47757-__8608-LAMJV,4948177,Comines Comines Gare,1,
86,47757-__8615-LAMJV,4948201,Comines Comines Gare,1,
86,47757-__8652-LAMJV,4948217,Comines Comines Gare,1,
86,47757-__8655-LAMJV,4948231,Comines Comines Gare,1,
86,47757-__8657-LAMJV,4948239,Comines Comines Gare,1,
86,47757-__8657-LAMJV,4948243,Comines Comines Gare,1,
86,47757-__8657-LAMJV,4948247,Comines Comines Gare,1,
86,47757-__8659-LAMJV,4948259,Comines Comines Gare,1,
86,47575-__8603-D,4905365,Comines Comines Gare,1,
86,47575-__8606-D,4905377,Comines Comines Gare,1,
86,47573-__8606-LAMJV,4905135,Comines Comines Gare,1,
86,47573-__8607-LAMJV,4905143,Comines Comines Gare,1,
86,47573-__8650-LAMJV,4905179,Comines Comines Gare,1,
86,47574-__8604-S,4905250,Comines Comines Gare,1,
86,47574-__8609-S,4905281,Comines Comines Gare,1,
86,47574-__8609-S,4905285,Comines Comines Gare,1,
86,47574-__8611-S,4905301,Comines Comines Gare,1,
86,47574-__8612-S,4905309,Comines Comines Gare,1,
86,47574-__8616-S,4905327,Comines Comines Gare,1,
86,47574-__8650-S,4905353,Comines Comines Gare,1,
86,47352-__8608-LAMJV,4887761,Comines Comines Gare,1,
86,47351-__8601-D,4887692,Comines Comines Gare,1,
86,47351-__8602-D,4887696,Comines Comines Gare,1,
86,47351-__8603-D,4887700,Comines Comines Gare,1,
86,47351-__8608-D,4887720,Comines Comines Gare,1,
26R,46965-_26R05-LAMJV,4868658,Baisieux Gare,0,
26R,46967-_26R03-D,4868680,Baisieux Gare,0,
26R,46967-_26R05-D,4868682,Baisieux Gare,0,
61,47120-__6107-LAMJV,4874258,La Bassee Gare,1,
61,47120-__6119-LAMJV,4874270,La Bassee Gare,1,
61,47120-__6121-LAMJV,4874272,La Bassee Gare,1,
61,47120-__6123-LAMJV,4874274,La Bassee Gare,1,
236,47862-_23610-V,4961332,La Bassee Gare,0,
73,47524-__7304-LAMJV,4898696,Gruson Le Poumon Vert,1,
86,47352-__8611-LAMJV,4887770,Lille Lille Europe,0,
86,47352-__8613-LAMJV,4887778,Lille Lille Europe,0,
86,47757-__8601-LAMJV,4948147,Lille Lille Europe,0,
86,47757-__8602-LAMJV,4948151,Lille Lille Europe,0,
86,47757-__8604-LAMJV,4948155,Lille Lille Europe,0,
86,47757-__8607-LAMJV,4948172,Lille Lille Europe,0,
86,47757-__8612-LAMJV,4948186,Lille Lille Europe,0,
86,47757-__8650-LAMJV,4948208,Lille Lille Europe,0,
86,47757-__8655-LAMJV,4948224,Lille Lille Europe,0,
86,47757-__8655-LAMJV,4948228,Lille Lille Europe,0,
86,47757-__8660-LAMJV,4948260,Lille Lille Europe,0,
236,47867-_23622-LAMJV,4962006,La Bassee Gare,0,
236,47867-_23612-V,4962004,La Bassee Gare,0,
86,47575-__8606-D,4905374,Lille Lille Europe,0,
86,47575-__8607-D,4905378,Lille Lille Europe,0,
86,47573-__8661-LAJV,4905230,Lille Lille Europe,0,
86,47757-__8608-V,4948178,Lille Lille Europe,0,
86,47573-__8659-LAMJV,4905216,Lille Lille Europe,0,
86,47573-__8606-LAMJV,4905132,Lille Lille Europe,0,
86,47573-__8606-LAMJV,4905136,Lille Lille Europe,0,
86,47573-__8612-LAMJV,4905158,Lille Lille Europe,0,
86,47574-__8607-S,4905257,Lille Lille Europe,0,
86,47574-__8609-S,4905278,Lille Lille Europe,0,
86,47574-__8613-S,4905310,Lille Lille Europe,0,
86,47352-__8601-LAMJV,4887729,Lille Lille Europe,0,
86,47352-__8608-LAMJV,4887758,Lille Lille Europe,0,
55,47110-__5506-LAMJV,4873807,Seclin Le Riez,0,
55,47110-__5507-LAMJV,4873811,Seclin Le Riez,0,
55,47110-__5509-LAMJV,4873817,Seclin Le Riez,0,
55,47110-__5516-LAMJV,4873850,Seclin Le Riez,0,
55,47111-__5503-S,4873878,Seclin Le Riez,0,
55,47111-__5506-S,4873884,Seclin Le Riez,0,
55,47111-__5515-S,4873907,Seclin Le Riez,0,
55,47111-__5515-S,4873909,Seclin Le Riez,0,
55,47111-__5520-S,4873921,Seclin Le Riez,0,
73,47522-__7306-M,4898684,Baisieux Maison D'Accueil,1,
55,47113-__5504-LAMJV,4873965,Seclin Le Riez,0,
55,47113-__5507-LAMJV,4873971,Seclin Le Riez,0,
55,47113-__5508-LAMJV,4873975,Seclin Le Riez,0,
55,47112-__5501-D,4873926,Seclin Le Riez,0,
945,47205-_94543-M,4876155,Toufflers Place,0,
73,47525-__7304-S,4898699,Baisieux Maison D'Accueil,1,
64R,46986-_64R04-LAMJV,4868912,Lomme St. Philibert,1,
64R,46986-_64R09-LAMJV,4868917,Lomme St. Philibert,1,
61,47120-__6114-LAMJV,4874265,Lomme St. Philibert,0,
61,47122-__6116-LAMJV,4874317,Lomme St. Philibert,0,
C10,47390-_C1001-LAMJV,4890217,Marcq En Baroeul Pave Strategique,0,
C10,47390-_C1001-LAMJV,4890218,Marcq En Baroeul Pave Strategique,1,
C10,47390-_C1001-LAMJV,4890219,Marcq En Baroeul Pave Strategique,0,
C10,47390-_C1001-LAMJV,4890223,Marcq En Baroeul Pave Strategique,0,
C10,47390-_C1001-LAMJV,4890230,Marcq En Baroeul Pave Strategique,1,
C10,47390-_C1002-LAMJV,4890239,Marcq En Baroeul Pave Strategique,1,
C10,47390-_C1002-LAMJV,4890244,Marcq En Baroeul Pave Strategique,0,
C10,47391-_C1001-S,4890282,Marcq En Baroeul Pave Strategique,1,
C10,47391-_C1001-S,4890287,Marcq En Baroeul Pave Strategique,0,
C10,47391-_C1002-S,4890300,Marcq En Baroeul Pave Strategique,0,
C10,47391-_C1003-S,4890310,Marcq En Baroeul Pave Strategique,0,
C10,47391-_C1003-S,4890311,Marcq En Baroeul Pave Strategique,1,
C10,47391-_C1003-S,4890315,Marcq En Baroeul Pave Strategique,1,
C10,47391-_C1003-S,4890319,Marcq En Baroeul Pave Strategique,1,
C10,47391-_C1003-S,4890320,Marcq En Baroeul Pave Strategique,0,
C10,47392-_C1001-LAMJV,4890341,Marcq En Baroeul Pave Strategique,0,
C10,47392-_C1002-LAMJV,4890356,Marcq En Baroeul Pave Strategique,0,
C10,47392-_C1002-LAMJV,4890364,Marcq En Baroeul Pave Strategique,0,
C10,47392-_C1003-LAMJV,4890375,Marcq En Baroeul Pave Strategique,1,
C10,47392-_C1003-LAMJV,4890378,Marcq En Baroeul Pave Strategique,0,
N1,47726-__N107-JV,4946741,Lille Porte De Douai,0,
N1,47728-__N109-JV,4946780,Lille Porte De Douai,0,
N1,47727-__N153-S,4946751,Lille Porte De Douai,0,
N1,47727-__N155-S,4946755,Lille Porte De Douai,0,
86,47352-__8621-LAMJV,4887811,Linselles Cimetiere,1,
86,47757-__8605-LAMJV,4948162,Linselles Cimetiere,1,
86,47757-__8651-LAMJV,4948215,Linselles Cimetiere,1,
86,47757-__8660-LAMJV,4948263,Linselles Cimetiere,1,
C10,46151-_C1001-S,4768195,Marcq En Baroeul Pave Strategique,1,
C10,46151-_C1001-S,4768196,Marcq En Baroeul Pave Strategique,0,
C10,46151-_C1001-S,4768200,Marcq En Baroeul Pave Strategique,0,
C10,46151-_C1001-S,4768201,Marcq En Baroeul Pave Strategique,1,
C10,46151-_C1002-S,4768215,Marcq En Baroeul Pave Strategique,0,
C10,46151-_C1003-S,4768227,Marcq En Baroeul Pave Strategique,0,
C10,46150-_C1003-LAMJV,4768172,Marcq En Baroeul Pave Strategique,1,
86,47573-__8651-LAMJV,4905183,Linselles Cimetiere,1,
86,47352-__8608-LAMJV,4887756,Linselles Cimetiere,1,
932,47195-_93216-LAJV,4876095,Wicres Vieux Tilleul,1,
55,47110-__5504-LAMJV,4873799,Seclin Centre Hospitalier,0,
55,47110-__5518-LAMJV,4873867,Lille Chu-Eurasante,1,
58,47491-__5802-LAMJV,4896357,Loos Eurasante Epi De Soil,0,
58,47491-__5803-LAMJV,4896360,Loos Eurasante Epi De Soil,0,
58,47491-__5814-LAMJV,4896396,Loos Eurasante Epi De Soil,0,
58,47491-__5816-LAMJV,4896406,Loos Eurasante Epi De Soil,0,
967,47860-_96701-LAMJV,4961320,Leers College Daudet,0,
55,47111-__5505-S,4873883,Lille Chu-Eurasante,1,
58,47115-__5802-S,4874087,Loos Eurasante Epi De Soil,0,
58,47115-__5804-S,4874100,Loos Eurasante Epi De Soil,0,
58,47115-__5807-S,4874112,Loos Eurasante Epi De Soil,0,
58,47115-__5809-S,4874122,Loos Eurasante Epi De Soil,0,
58,47115-__5812-S,4874136,Loos Eurasante Epi De Soil,0,
55,47113-__5503-LAMJV,4873962,Lille Chu-Eurasante,1,
55,47113-__5507-LAMJV,4873974,Lille Chu-Eurasante,1,
55,47113-__5508-LAMJV,4873978,Lille Chu-Eurasante,1,
55,47113-__5516-LAMJV,4874008,Lille Chu-Eurasante,1,
58,47117-__5802-LAMJV,4874169,Loos Eurasante Epi De Soil,0,
58,47117-__5804-LAMJV,4874178,Loos Eurasante Epi De Soil,0,
55,47112-__5504-D,4873947,Lille Chu-Eurasante,1,
58,47116-__5801-D,4874137,Loos Eurasante Epi De Soil,0,
932,47195-_93214-M,4876093,Wicres Vieux Tilleul,1,
20R,46947-_20R47-LAMJV,4867897,Sailly Lez Lannoy Tabac,0,
20R,46947-_20R45-LAMJV,4867895,Sailly Lez Lannoy Tabac,0,
69R,46994-_69R16-LAMJV,4868996,Sainghin En Melantois Cimetiere,1,
69R,46995-_69R04-S,4869012,Sainghin En Melantois Cimetiere,1,
942,47806-_94201-LAMJV,4954907,Linselles College Matisse,0,
MWR,46550-_MWR01-LAMJV,4809660,Mouscron Belgique Gare,0,
MWR,46550-_MWR51-LAMJV,4809691,Mouscron Belgique Gare,0,
C9,47287-__C901-S,4883348,Mons En Baroeul Fort De Mons,1,
C9,47287-__C901-S,4883360,Mons En Baroeul Fort De Mons,1,
C9,47287-__C901-S,4883374,Mons En Baroeul Fort De Mons,1,
C9,47287-__C901-S,4883378,Mons En Baroeul Fort De Mons,1,
C9,47287-__C902-S,4883408,Mons En Baroeul Fort De Mons,1,
NVL,47805-_NVL01-S,4954853,Lille Rihour,0,
NVL,47805-_NVL02-S,4954872,Lille Rihour,0,
NVL,47805-_NVL03-S,4954888,Lille Rihour,0,
NVL,47805-_NVL03-S,4954890,Lille Rihour,0,
NVL,47805-_NVL03-S,4954894,Lille Rihour,0,
MWR,46551-_MWR03-S,4809721,Mouscron Belgique Gare,0,
MWR,46551-_MWR03-S,4809723,Mouscron Belgique Gare,0,
C9,47288-__C901-D,4883458,Mons En Baroeul Fort De Mons,1,
C9,47801-__C901-LAMJV,4954445,Mons En Baroeul Fort De Mons,1,
C9,47801-__C901-LAMJV,4954447,Mons En Baroeul Fort De Mons,1,
C9,47801-__C901-LAMJV,4954455,Mons En Baroeul Fort De Mons,1,
C9,47801-__C901-LAMJV,4954459,Mons En Baroeul Fort De Mons,1,
C9,47801-__C902-LAMJV,4954479,Mons En Baroeul Fort De Mons,1,
C9,47801-__C903-LAMJV,4954505,Mons En Baroeul Fort De Mons,1,
C9,47801-__C905-LAMJV,4954531,Mons En Baroeul Fort De Mons,1,
C9,47801-__C905-LAMJV,4954547,Mons En Baroeul Fort De Mons,1,
C9,47801-__C906-LAMJV,4954569,Mons En Baroeul Fort De Mons,1,
C9,47801-__C907-LAMJV,4954581,Mons En Baroeul Fort De Mons,1,
NVL,47804-_NVL01-LAMJV,4954783,Lille Rihour,0,
NVL,47804-_NVL01-LAMJV,4954794,Lille Rihour,0,
NVL,47804-_NVL01-LAMJV,4954797,Lille Rihour,0,
NVL,47804-_NVL01-LAMJV,4954798,Lille Rihour,0,
NVL,47804-_NVL02-LAMJV,4954810,Lille Rihour,0,
NVL,47804-_NVL02-LAMJV,4954813,Lille Rihour,0,
NVL,47804-_NVL03-LAMJV,4954827,Lille Rihour,0,
NVL,47804-_NVL03-LAMJV,4954835,Lille Rihour,0,
NVL,47804-_NVL03-LAMJV,4954838,Lille Rihour,0,
NVL,47804-_NVL03-LAMJV,4954841,Lille Rihour,0,
MWR,46553-_MWR01-LAMJV,4809764,Mouscron Belgique Gare,0,
MWR,46553-_MWR01-LAMJV,4809770,Mouscron Belgique Gare,0,
MWR,46553-_MWR50-LAMJV,4809789,Mouscron Belgique Gare,0,
MWR,46553-_MWR51-LAMJV,4809799,Mouscron Belgique Gare,0,
MWR,46553-_MWR51-LAMJV,4809801,Mouscron Belgique Gare,0,
C9,47289-__C901-LAMJV,4883496,Mons En Baroeul Fort De Mons,1,
C9,47289-__C901-LAMJV,4883498,Mons En Baroeul Fort De Mons,1,
C9,47289-__C901-LAMJV,4883500,Mons En Baroeul Fort De Mons,1,
C9,47289-__C902-LAMJV,4883506,Mons En Baroeul Fort De Mons,1,
C9,47289-__C902-LAMJV,4883520,Mons En Baroeul Fort De Mons,1,
C9,47289-__C905-LAMJV,4883584,Mons En Baroeul Fort De Mons,1,
NVL,47302-_NVL01-LAMJV,4884916,Lille Rihour,0,
NVL,47302-_NVL01-LAMJV,4884922,Lille Rihour,0,
NVL,47302-_NVL02-LAMJV,4884946,Lille Rihour,0,
NVL,47302-_NVL03-LAMJV,4884961,Lille Rihour,0,
NVL,47302-_NVL03-LAMJV,4884975,Lille Rihour,0,
68,47141-__6805-S,4875073,Villeneuve D Ascq 4 Cantons Stade,0,
68,47141-__6804-S,4875070,Villeneuve D Ascq 4 Cantons Stade,0,
74R,47002-_74R03-S,4869151,Armentieres Hotel De Ville,1,
922,47741-_92213-LAJV,4947784,Villeneuve D Ascq Chappe,1,
68,47140-__6804-LAMJV,4875047,Villeneuve D Ascq 4 Cantons Stade,0,
68,47140-__6804-LAMJV,4875048,Villeneuve D Ascq 4 Cantons Stade,0,
68,47140-__6805-LAMJV,4875057,Villeneuve D Ascq 4 Cantons Stade,0,
68,47146-__6801-LAMJV,4875181,Villeneuve D Ascq 4 Cantons Stade,0,
68,47146-__6805-LAMJV,4875194,Villeneuve D Ascq 4 Cantons Stade,0,
68,47146-__6805-LAMJV,4875197,Villeneuve D Ascq 4 Cantons Stade,0,
Z8,47241-__Z803-LAMJV,4878585,Villeneuve D Ascq 4 Cantons Stade,0,
Z8,47243-__Z804-LAMJV,4878609,Villeneuve D Ascq 4 Cantons Stade,0,
MWR,46184-_MWR03-LAMJV,4770581,Mouscron Belgique Gare,0,
MWR,46185-_MWR01-S,4770591,Mouscron Belgique Gare,0,
MWR,46185-_MWR01-S,4770597,Mouscron Belgique Gare,0,
MWR,46185-_MWR02-S,4770603,Mouscron Belgique Gare,0,
MWR,46185-_MWR03-S,4770615,Mouscron Belgique Gare,0,
MWR,46186-_MWR01-D,4770620,Mouscron Belgique Gare,0,
MWR,46186-_MWR01-D,4770622,Mouscron Belgique Gare,0,
MWR,46186-_MWR01-D,4770624,Mouscron Belgique Gare,0,
MWR,46186-_MWR01-D,4770626,Mouscron Belgique Gare,0,
C9,46155-__C901-S,4768421,Mons En Baroeul Fort De Mons,1,
C9,46155-__C901-S,4768425,Mons En Baroeul Fort De Mons,1,
C9,46155-__C903-S,4768471,Mons En Baroeul Fort De Mons,1,
C9,46155-__C903-S,4768485,Mons En Baroeul Fort De Mons,1,
C9,46155-__C903-S,4768497,Mons En Baroeul Fort De Mons,1,
C9,46155-__C911-S,4768515,Mons En Baroeul Fort De Mons,1,
NVL,46165-_NVL01-S,4769269,Lille Rihour,0,
NVL,46165-_NVL01-S,4769272,Lille Rihour,0,
NVL,46165-_NVL01-S,4769274,Lille Rihour,0,
NVL,46165-_NVL02-S,4769312,Lille Rihour,0,
C9,46154-__C901-LAMJV,4768309,Mons En Baroeul Fort De Mons,1,
C9,46154-__C901-LAMJV,4768335,Mons En Baroeul Fort De Mons,1,
C9,46154-__C902-LAMJV,4768369,Mons En Baroeul Fort De Mons,1,
C9,46154-__C903-LAMJV,4768391,Mons En Baroeul Fort De Mons,1,
NVL,46164-_NVL01-LAMJV,4769241,Lille Rihour,0,
NVL,46164-_NVL01-LAMJV,4769242,Lille Rihour,0,
NVL,46164-_NVL02-LAMJV,4769245,Lille Rihour,0,
NVL,46164-_NVL02-LAMJV,4769251,Lille Rihour,0,
NVL,46164-_NVL02-LAMJV,4769252,Lille Rihour,0,
30,47769-__3003-LAMJV,4949868,Wasquehal Jp Sartre,1,
30,47769-__3006-LAMJV,4949899,Wasquehal Jp Sartre,1,
30,47769-__3007-LAMJV,4949912,Wasquehal Jp Sartre,1,
34,47737-__3401-LAMJV,4947624,Roubaix Euroteleport,1,
34,47737-__3401-LAMJV,4947633,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3402-LAMJV,4947640,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3405-LAMJV,4947661,Roubaix Euroteleport,1,
34,47737-__3406-LAMJV,4947680,Roubaix Euroteleport,1,
34,47737-__3408-LAMJV,4947698,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3408-LAMJV,4947709,Roubaix Euroteleport,1,
34,47737-__3410-LAMJV,4947729,Roubaix Euroteleport,1,
34,47737-__3411-LAMJV,4947737,Roubaix Euroteleport,1,
CITT,47775-CITT01-LAMJV,4950849,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT01-LAMJV,4950861,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT06-LAMJV,4950923,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT08-LAMJV,4950959,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT09-LAMJV,4950989,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT10-LAMJV,4950996,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT11-LAMJV,4951011,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT12-LAMJV,4951018,Neuville En Ferrain Prom De Flandre,1,
MWR,46550-_MWR01-LAMJV,4809651,Roubaix Euroteleport,1,
MWR,46550-_MWR04-LAMJV,4809672,Roubaix Euroteleport,1,
MWR,46550-_MWR50-LAMJV,4809680,Roubaix Euroteleport,1,
L3,46538-__L362-LAMJV,4806407,Roubaix Euroteleport,0,
L3,46538-__L365-LAMJV,4806482,Roubaix Euroteleport,0,
L3,46538-__L366-LAMJV,4806486,Roubaix Euroteleport,0,
L3,46538-__L371-LAMJV,4806562,Roubaix Euroteleport,0,
L3,46538-__L371-LAMJV,4806579,Roubaix Euroteleport,0,
30,46504-__3001-S,4803030,Wasquehal Jp Sartre,1,
30,46504-__3002-S,4803043,Wasquehal Jp Sartre,1,
30,46504-__3002-S,4803045,Wasquehal Jp Sartre,1,
34,46512-__3401-S,4803777,Villeneuve D Ascq Pont De Bois,0,
34,46512-__3403-S,4803813,Villeneuve D Ascq Pont De Bois,0,
34,46512-__3403-S,4803818,Roubaix Euroteleport,1,
34,46512-__3404-S,4803822,Villeneuve D Ascq Pont De Bois,0,
34,46512-__3404-S,4803827,Roubaix Euroteleport,1,
34,46512-__3405-S,4803839,Roubaix Euroteleport,1,
CITT,47773-CITT01-S,4950606,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT01-S,4950609,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT01-S,4950615,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT02-S,4950647,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT03-S,4950660,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT03-S,4950666,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT03-S,4950669,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT04-S,4950683,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT04-S,4950689,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT07-S,4950752,Neuville En Ferrain Prom De Flandre,1,
30,46505-__3002-D,4803123,Wasquehal Jp Sartre,1,
34,46513-__3401-D,4803864,Villeneuve D Ascq Pont De Bois,0,
34,46513-__3401-D,4803868,Villeneuve D Ascq Pont De Bois,0,
34,46513-__3402-D,4803878,Roubaix Euroteleport,1,
34,46513-__3402-D,4803885,Villeneuve D Ascq Pont De Bois,0,
34,46513-__3403-D,4803896,Villeneuve D Ascq Pont De Bois,0,
34,46513-__3404-D,4803915,Roubaix Euroteleport,1,
CITT,47774-CITT01-D,4950761,Neuville En Ferrain Prom De Flandre,1,
CITT,47774-CITT01-D,4950767,Neuville En Ferrain Prom De Flandre,1,
CITT,47774-CITT02-D,4950781,Neuville En Ferrain Prom De Flandre,1,
CITT,47774-CITT03-D,4950799,Neuville En Ferrain Prom De Flandre,1,
30,47769-__3001-LAMJV,4949837,Wasquehal Jp Sartre,1,
30,47769-__3001-LAMJV,4949845,Wasquehal Jp Sartre,1,
30,46506-__3003-LAMJV,4803166,Wasquehal Jp Sartre,1,
30,46506-__3004-LAMJV,4803170,Wasquehal Jp Sartre,1,
30,46506-__3004-LAMJV,4803174,Wasquehal Jp Sartre,1,
30,46506-__3004-LAMJV,4803180,Wasquehal Jp Sartre,1,
30,46506-__3005-LAMJV,4803187,Wasquehal Jp Sartre,1,
30,46506-__3005-LAMJV,4803203,Wasquehal Jp Sartre,1,
30,46506-__3006-LAMJV,4803207,Wasquehal Jp Sartre,1,
30,46506-__3006-LAMJV,4803211,Wasquehal Jp Sartre,1,
30,46506-__3007-LAMJV,4803217,Wasquehal Jp Sartre,1,
34,46514-__3401-LAMJV,4803921,Roubaix Euroteleport,1,
34,46514-__3401-LAMJV,4803923,Roubaix Euroteleport,1,
34,46514-__3401-LAMJV,4803929,Roubaix Euroteleport,1,
34,46514-__3401-LAMJV,4803931,Roubaix Euroteleport,1,
34,46514-__3402-LAMJV,4803938,Villeneuve D Ascq Pont De Bois,0,
34,46514-__3402-LAMJV,4803945,Roubaix Euroteleport,1,
34,46514-__3405-LAMJV,4803964,Villeneuve D Ascq Pont De Bois,0,
34,46514-__3405-LAMJV,4803965,Roubaix Euroteleport,1,
34,46514-__3406-LAMJV,4803978,Roubaix Euroteleport,1,
34,46514-__3406-LAMJV,4803983,Villeneuve D Ascq Pont De Bois,0,
34,46514-__3407-LAMJV,4803993,Roubaix Euroteleport,1,
34,46514-__3407-LAMJV,4803998,Villeneuve D Ascq Pont De Bois,0,
34,46514-__3408-LAMJV,4804004,Roubaix Euroteleport,1,
CITT,47776-CITT01-LAMJV,4951027,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT04-LAMJV,4951105,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT06-LAMJV,4951147,Neuville En Ferrain Prom De Flandre,1,
L3,46541-__L354-LAMJV,4807125,Roubaix Euroteleport,0,
L3,46541-__L357-LAMJV,4807194,Roubaix Euroteleport,0,
L3,46541-__L361-LAMJV,4807285,Roubaix Euroteleport,0,
MWR,46553-_MWR02-LAMJV,4809776,Roubaix Euroteleport,1,
CITT,47716-CITT02-D,4945971,Neuville En Ferrain Prom De Flandre,1,
CITT,47716-CITT02-D,4945977,Neuville En Ferrain Prom De Flandre,1,
CITT,47716-CITT03-D,4945983,Neuville En Ferrain Prom De Flandre,1,
CITT,47716-CITT03-D,4945989,Neuville En Ferrain Prom De Flandre,1,
CITT,47716-CITT04-D,4946019,Neuville En Ferrain Prom De Flandre,1,
ME1,46909-_ME101-S,4857720,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME102-S,4857729,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME102-S,4857731,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME102-S,4857733,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME104-S,4857768,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME105-S,4857776,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME105-S,4857780,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME105-S,4857784,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME108-S,4857836,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME110-S,4857866,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME111-S,4857913,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME112-S,4857936,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME113-S,4857945,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME116-S,4857953,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME117-S,4857962,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME124-S,4858060,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME124-S,4858064,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME124-S,4858076,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME126-S,4858105,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME128-S,4858127,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME128-S,4858129,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME128-S,4858133,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME128-S,4858139,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME128-S,4858145,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME128-S,4858147,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME130-S,4858168,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME130-S,4858172,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME132-S,4858201,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME132-S,4858209,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME133-S,4858230,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME133-S,4858232,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME133-S,4858234,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME134-S,4858248,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME134-S,4858256,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME134-S,4858260,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME135-S,4858267,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME136-S,4858303,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME138-S,4858328,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME138-S,4858350,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME140-S,4858387,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME143-S,4858426,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME143-S,4858430,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME147-S,4858482,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,45271-_ME101-LAMJV,4671709,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,45271-_ME102-LAMJV,4671726,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,45271-_ME104-LAMJV,4671742,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,45271-_ME106-LAMJV,4671775,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,45271-_ME106-LAMJV,4671779,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,45271-_ME106-LAMJV,4671781,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,45271-_ME107-LAMJV,4671813,Villeneuve D Ascq 4 Cantons Stade,1,
